Date,Control,Category,OUT,EXPORTS,HSB,ProjectExports,ATE,AUO,FW,OMR,ESA,Both,AF,DS,DSVOL,OMRDIF,HORB,Vernalis,SystemCapacity,SWP,CVP,SWPbelowCap,CVPbelowCap,UnimpairedDeltaIn,UnimpairedDeltaOut,TOT
3/19/2015,TUC Outflow,F&W,5176,1906,4800,1662,376,0,,-1838,,,,,,,out,483,11280,683,979,5997,3621,14449.46434,12536.21434,8484
3/20/2015,TUC Outflow,F&W,5012,1794,4800,1511,212,0,,-1696,,,,,,,out,453,11280,536,975,6144,3625,12962.17267,13109.46434,8208
3/21/2015,TUC Outflow,F&W,5122,1777,4800,1506,322,0,,-1488,,,,,,,out,432,11280,525,981,6155,3619,12624.38101,11621.17267,8351
3/22/2015,TUC Outflow,F&W,4630,1824,4630,1545,0,0,,-966,,,,,,,out,447,11280,549,996,6131,3604,13340.29767,11232.38101,7956
3/23/2015,TUC Outflow,F&W,5140,1816,4800,1537,340,0,,-1410,,,,,,,out,460,11280,541,996,6139,3604,12321.88101,11894.29767,8459
3/24/2015,TUC Outflow,F&W,5215,1812,4800,1538,415,0,,-1530,,,,,,,out,466,11280,544,994,6136,3606,13899.92267,10879.88101,8580
3/25/2015,TUC Outflow,F&W,5220,1807,4800,1533,420,0,,-1247,,,,,,,out,449,11280,549,984,6131,3616,13547.00601,12399.92267,8580
3/26/2015,TUC Outflow,F&W,5220,1795,4800,1532,420,0,,-1427,,,,,,,out,644,11280,539,993,6141,3607,12886.54767,12042.00601,8617
3/27/2015,TUC Outflow,F&W,5084,1820,4800,1535,284,0,,-1298,,,,,,,out,996,11280,541,994,6139,3606,12886.54767,11339.54767,8506
3/28/2015,TUC Outflow,F&W,5428,1804,4800,1534,628,0,,-842,,,,,,,out,1190,11280,541,993,6139,3607,13960.42267,11340.54767,8884
3/29/2015,TUC Outflow,F&W,4701,1813,4701,1528,0,0,,-939,,,,,,,out,1300,11280,533,995,6147,3605,12846.21434,12373.42267,8167
3/30/2015,TUC Outflow,F&W,4350,1832,4350,1530,0,0,,-1195,,,,,,,out,1230,11280,535,995,6145,3605,12972.25601,11262.21434,7834
3/31/2015,TUC Outflow,F&W,4229,1796,4229,1527,0,0,,-916,,,,,,,out,1090,11280,531,996,6149,3604,12286.58934,11370.25601,7728
4/1/2015,TUC Outflow,F&W,4382,1623,4382,1539,0,0,,-481,,,,,,,out,912,11280,547,992,6133,3608,13355.42267,10630.58934,7757
4/2/2015,TUC Outflow,F&W,4548,1610,4548,1535,0,0,,-910,,,,,,,out,797,11280,544,991,6136,3609,12367.25601,11659.42267,7909
4/3/2015,TUC Outflow,F&W,3609,1626,3609,1532,0,0,,-1509,,,,,,,in,680,11280,543,989,6137,3611,11419.42267,10692.25601,6987
4/4/2015,TUC Outflow,F&W,3637,1644,3637,1531,0,0,,-2167,,,,,,,in,583,11280,542,989,6138,3611,12054.67267,9734.422673,7083
4/5/2015,TUC Outflow,F&W,4728,1657,4728,1535,0,0,,-1842,,,,,,,in,618,11280,544,991,6136,3609,12901.67267,10327.67267,7957
4/6/2015,TUC Outflow,F&W,5458,1641,4800,1531,658,0,,-2167,,,,,,,in,861,11280,541,990,6139,3610,12039.54767,11389.67267,8672
4/7/2015,TUC Outflow,F&W,9824,1613,4800,1516,5024,0,2542.2,-1956,,,,,,,in,1150,11280,523,993,6157,3607,13355.42267,10507.54767,8884
4/8/2015,TUC Outflow,F&W,10978,1623,4800,1514,6178,0,3147.9,-980,,,,,,,in,1050,11280,524,990,6156,3610,14938.50601,15952.42267,10098
4/9/2015,TUC Outflow,F&W,9780,1643,4800,1529,4980,0,2495.45,-1585,,,,,,,in,919,11280,540,989,6140,3611,14595.67267,17475.50601,8919
4/10/2015,Vernalis,F&W,9354,1614,4800,1510,4554,0,4554,-1814,,,,,,,in,882,11280,520,990,6160,3610,13012.58934,17127.67267,8694
4/11/2015,Vernalis,F&W,9286,1568,4800,1506,4486,0,4486,-1516,,,,,,,in,884,11280,516,990,6164,3610,14741.88101,15315.58934,8580
4/12/2015,Vernalis,F&W,5049,1553,4800,1563,249,0,249,-1426,,,,,,,in,908,11280,573,990,6107,3610,13042.83934,17068.88101,8513
4/13/2015,Vernalis,F&W,4417,1509,4417,1509,0,0,0,-1565,,,,,,,in,1280,11280,519,990,6161,3610,13365.50601,11250.83934,7828
4/14/2015,TUC Outflow,F&W,5792,1386,4800,1336,992,0,992,-853,,,,,,,in,1550,11280,345,991,6335,3609,13451.21434,11578.50601,9080
4/15/2015,TUC Outflow,F&W,5115,1651,4800,1525,315,0,315,-1278,,,,,,,in,1480,11280,537,988,6143,3612,13189.04767,11619.21434,8669
4/16/2015,TUC Outflow,F&W,3940,1670,3940,1526,0,0,,-1997,,,,,,,in,1380,11280,538,988,6142,3612,13249.54767,11331.04767,7512
4/17/2015,TUC Outflow,F&W,3788,1695,3788,1524,0,0,,-2330,,,,,,,in,1350,11280,536,988,6144,3612,11827.79767,11396.54767,7386
4/18/2015,TUC Outflow,F&W,3422,1680,3422,1529,0,0,,-2334,,,,,,,in,1270,11280,538,991,6142,3609,10673.25601,9976.797673,7004
4/19/2015,TUC Outflow,F&W,3285,1694,3285,1542,0,0,,-2100,,,,,,,in,1180,11280,548,994,6132,3606,10632.92267,8829.256006,6881
4/20/2015,TUC Outflow,F&W,3777,1739,3777,1543,0,0,,-1878,,,,,,,in,1040,11280,549,994,6131,3606,10829.54767,8786.922673,7418
4/21/2015,TUC Outflow,F&W,3663,1685,3663,1512,0,0,,-1486,,,,,,,in,894,11280,519,993,6161,3607,11162.29767,8964.547673,7250
4/22/2015,TUC Outflow,F&W,3872,1683,3872,1511,0,0,,-1553,,,,,,,in,754,11280,518,993,6162,3607,10728.71434,9304.297673,7457
4/23/2015,TUC Outflow,F&W,3084,1581,3084,1428,0,0,,-2088,,,,,,,in,622,11280,524,904,6156,3696,10950.54767,8869.714339,6566
4/24/2015,TUC Outflow,F&W,3303,1483,3303,1331,0,0,,-1893,,,,,,,in,554,11280,521,810,6159,3790,11399.25601,9113.547673,6509
4/25/2015,TUC Outflow,F&W,7002,1451,4800,1325,2202,0,2202,-1213,,,,,,,in,511,11280,516,809,6164,3791,14197.38101,9738.256006,7654
4/26/2015,TUC Outflow,F&W,7800,1570,4800,1497,3000,0,2300,-942,,,,,,,in,478,11280,692,805,5988,3795,14782.21434,15063.38101,8572
4/27/2015,TUC Outflow,F&W,7284,1595,4800,1498,2484,0,2300,-1727,,,,,,,in,458,11280,695,803,5985,3797,15961.96434,15677.21434,8080
4/28/2015,TUC Outflow,F&W,6407,1670,4800,1539,1607,0,1607,-2045,,,,,,,in,426,11280,734,805,5946,3795,16511.50601,16831.96434,7328
4/29/2015,TUC Outflow,F&W,6589,1646,4800,1546,1789,0,1789,-1877,,,,,,,in,410,11280,742,804,5938,3796,17222.38101,17344.50601,7715
4/30/2015,TUC Outflow,F&W,3986,1632,3986,1551,0,0,,-1930,,,,,,,in,363,11280,745,806,5935,3794,15790.54767,17831.38101,7620
5/1/2015,TUC Outflow,F&W,3467,1437,3467,1289,0,0,,-2450,,,,,,,in,351,11280,482,807,6198,3793,15099.83934,13865.54767,6812
5/2/2015,TUC Outflow,F&W,3431,1248,3431,1104,0,0,,-2222,,,,,,,in,354,11280,293,811,6387,3789,15735.08934,13192.83934,6592
5/3/2015,TUC Outflow,F&W,3853,676,3853,527,0,0,,-1402,,,,,,,in,357,11280,286,241,6394,4359,13713.38101,13822.08934,6493
5/4/2015,TUC EC,HSB,4107,1015,4107,866,0,0,,-748,,,,,,,in,377,11280,294,572,6386,4028,14363.75601,11749.38101,7165
5/5/2015,TUC EC,HSB,4674,694,4674,538,0,0,,-1053,,,,,,,in,367,11280,298,240,6382,4360,13849.50601,12319.75601,7419
5/6/2015,TUC EC,HSB,4422,1018,4422,906,0,0,,-1320,,,,,,,in,362,11280,287,619,6393,3981,13713.38101,11799.50601,7491
5/7/2015,TUC EC,HSB,5467,598,5467,461,0,0,,-1101,,,,,,,in,351,11280,278,183,6402,4417,13294.92267,11662.38101,8153
5/8/2015,TUC EC,HSB,4940,1077,4940,941,0,0,,-1297,,,,,,,in,354,11280,290,651,6390,3949,14081.42267,11206.92267,8104
5/9/2015,TUC EC,HSB,5570,559,5570,429,0,0,,-1103,,,,,,,in,395,11280,278,151,6402,4449,14232.67267,11994.42267,8257
5/10/2015,TUC EC,HSB,5193,960,5193,850,0,0,,-976,,,,,,,in,400,11280,282,568,6398,4032,14383.92267,12104.67267,8276
5/11/2015,TUC EC,HSB,5437,662,5437,526,0,0,,-1163,,,,,,,in,391,11280,285,241,6395,4359,13970.50601,12260.92267,8302
5/12/2015,TUC EC,HSB,5017,1089,5017,952,0,0,,-1307,,,,,,,in,343,11280,385,567,6295,4033,13889.83934,11767.50601,8337
5/13/2015,TUC EC,HSB,5457,751,5457,630,0,0,,-1308,,,,,,,in,319,11280,389,241,6291,4359,13814.21434,11658.83934,8429
5/14/2015,TUC EC,HSB,5390,1105,5390,998,0,0,,-1697,,,,,,,in,345,11280,378,620,6302,3980,13219.29767,11593.21434,8774
5/15/2015,TUC EC,HSB,5603,681,5603,578,0,0,,-1760,,,,,,,in,348,11280,389,189,6291,4411,13763.79767,10940.29767,8596
5/16/2015,TUC EC,HSB,5380,1098,5380,1016,0,0,,-1601,,,,,,,in,341,11280,393,623,6287,3977,13461.29767,11451.79767,8847
5/17/2015,TUC EC,HSB,5787,647,5787,568,0,0,,-1454,,,,,,,in,367,11280,389,179,6291,4421,12805.88101,11092.29767,8836
5/18/2015,TUC EC,HSB,5426,1109,5426,1023,0,0,,-1387,,,,,,,in,391,11280,398,625,6282,3975,14267.96434,10403.88101,8955
5/19/2015,TUC EC,HSB,6068,864,6068,771,0,0,,-1410,,,,,,,in,374,11280,594,177,6086,4423,13299.96434,11848.96434,9399
5/20/2015,TUC EC,HSB,6001,905,6001,794,0,0,,-1686,,,,,,,in,347,11280,794,0,5886,4600,13375.58934,10832.96434,9408
5/21/2015,TUC EC,HSB,6344,922,6344,790,0,0,,-1273,,,,,,,in,309,11280,790,0,5890,4600,13320.13101,10873.58934,9744
5/22/2015,TUC EC,HSB,6251,920,6251,794,0,0,,-807,,,,,,,in,308,11280,794,0,5886,4600,13965.46434,10842.13101,9696
5/23/2015,TUC EC,HSB,6122,925,6122,799,0,0,,-1066,,,,,,,in,307,11280,799,0,5881,4600,15427.54767,11440.46434,9624
5/24/2015,TUC EC,HSB,5857,892,5857,784,0,0,,-1210,,,,,,,in,327,11280,784,0,5896,4600,16350.17267,12850.54767,9390
5/25/2015,TUC EC,HSB,5881,869,5881,781,0,0,,-1138,,,,,,,in,348,11280,781,0,5899,4600,15417.46434,13708.17267,9453
5/26/2015,TUC EC,HSB,5000,1382,5000,1279,0,0,,-1629,,,,,,,in,334,11280,1279,0,5401,4600,15341.83934,12714.46434,9071
5/27/2015,TUC EC,HSB,4780,1393,4780,1295,0,0,,-1831,,,,,,,in,300,11280,1295,0,5385,4600,14646.08934,12653.83934,8911
5/28/2015,TUC EC,HSB,4078,1653,4078,1551,0,0,,-1902,,,,,,,in,249,11280,895,656,5785,3944,15140.17267,11908.08934,8502
5/29/2015,TUC EC,HSB,4265,1147,4265,1043,0,0,,-1900,,,,,,,in,257,11280,893,150,5787,4450,14242.75601,12369.17267,8247
5/30/2015,TUC EC,HSB,3508,1613,3508,1511,0,0,,-2105,,,,,,,in,253,11280,891,620,5789,3980,13879.75601,11408.75601,7963
5/31/2015,TUC EC,HSB,3292,1162,3292,1074,0,0,,-1853,,,,,,,in,280,11280,892,182,5788,4418,13763.79767,11037.75601,7359
6/1/2015,TUC EC,HSB,3927,1144,3927,1048,0,0,,-1005,,,,,,,in,319,11280,392,656,6288,3944,13022.67267,10857.79767,8068
6/2/2015,TUC EC,HSB,4399,661,4399,564,0,0,,-1261,,,,,,,out,319,11280,392,172,6288,4428,12866.38101,10025.67267,8089
6/3/2015,TUC EC,HSB,3648,1203,3648,1101,0,0,,-1870,,,,,,,out,295,11280,392,709,6288,3891,13133.58934,9837.381006,7917
6/4/2015,TUC EC,HSB,4419,613,4419,506,0,0,,-1801,,,,,,,out,254,11280,392,114,6288,4486,12805.88101,10067.58934,8159
6/5/2015,TUC EC,HSB,4109,1123,4109,1015,0,0,,-1813,,,,,,,out,220,11280,392,623,6288,3977,11772.33934,9678.881006,8387
6/6/2015,TUC EC,HSB,4625,672,4625,564,0,0,,-1080,,,,,,,out,231,11280,385,179,6295,4421,12513.46434,8617.339339,8521
6/7/2015,TUC EC,HSB,4748,1159,4748,1061,0,0,,-811,,,,,,,out,263,11280,398,663,6282,3937,11989.13101,9290.464339,9165
6/8/2015,TUC EC,HSB,5114,642,5114,533,0,0,,-1144,,,,,,,out,275,11280,395,138,6285,4462,12710.08934,8730.131006,9070
6/9/2015,TUC EC,HSB,4094,1152,4094,1017,0,0,,-1558,,,,,,,out,242,11280,390,627,6290,3973,13047.88101,9396.089339,8566
6/10/2015,TUC EC,HSB,6401,698,6401,557,0,0,,-635,,,,,,,out,204,11280,382,175,6298,4425,12392.46434,9727.881006,9557
6/11/2015,TUC EC,HSB,4805,1265,4805,1131,0,0,,-1248,,,,,,,out,183,11280,478,653,6202,3947,11081.63101,9934.464339,8581
6/12/2015,TUC EC,HSB,4872,770,4872,637,0,0,,-1888,,,,,,,out,185,11280,487,150,6193,4450,11056.42267,8570.631006,8238
6/13/2015,TUC EC,HSB,3550,1253,3550,1113,0,0,,-2130,,,,,,,out,177,11280,490,623,6190,3977,11913.50601,8460.422673,7446
6/14/2015,TUC EC,HSB,3852,805,3852,678,0,0,,-1580.25763,,,,,,,out,168,11280,499,179,6181,4421,11399.25601,9271.506006,7318
6/15/2015,TUC EC,HSB,2596,1197,2596,1056,0,0,,-1654.44075,,,,,,,out,160,11280,394,662,6286,3938,10204.38101,8737.256006,7463
6/16/2015,TUC EC,HSB,3194,700,3194,556,0,0,,-1617.35867,,,,,,,out,152,11280,399,157,6281,4443,9896.839339,6533.381006,7611
6/17/2015,TUC EC,HSB,2611,1166,2611,1030,0,0,,-1249.223091,,,,,,,out,157,11280,399,631,6281,3969,8535.589339,6179.839339,7549
6/18/2015,TUC EC,HSB,3325,693,3325,556,0,0,,-1619,,,,,,,out,173,11280,392,164,6288,4436,7829.756006,4763.589339,7827
6/19/2015,TUC EC,HSB,3160,1041,3160,900,0,0,,-1464,,,,,,,out,179,11280,395,505,6285,4095,9710.297673,4020.756006,8071
6/20/2015,TUC EC,HSB,3224,806,3224,669,0,0,,-1574,,,,,,,out,171,11280,393,276,6287,4324,9019.589339,5840.297673,7933
6/21/2015,TUC EC,HSB,3199,800,3199,656,0,0,,-1239,,,,,,,out,161,11280,385,271,6295,4329,7955.797673,5115.589339,7949
6/22/2015,TUC EC,HSB,3752,803,3752,665,0,0,,-1075,,,,,,,out,162,11280,392,273,6288,4327,7915.464339,4004.797673,8594
6/23/2015,TUC EC,HSB,3400,810,3400,666,0,0,,-1393,,,,,,,out,130,11280,397,269,6283,4331,7461.714339,3877.464339,8250
6/24/2015,TUC EC,HSB,3465,798,3465,664,0,0,,-1712,,,,,,,out,110,11280,396,268,6284,4332,7078.547673,3422.714339,8346
6/25/2015,TUC EC,HSB,3446,803,3446,657,0,0,,-1815,,,,,,,out,122,11280,389,268,6291,4332,7007.964339,2995.547673,8414
6/26/2015,TUC EC,HSB,3238,835,3238,662,0,0,,-2180,,,,,,,out,142,11280,394,268,6286,4332,7093.672673,2843.964339,8273
6/27/2015,TUC EC,HSB,2880,879,2880,703,0,0,,-1823,,,,,,,out,116,11280,396,307,6284,4293,7517.172673,2893.672673,8009
6/28/2015,TUC EC,HSB,2816,875,2816,702,0,0,,-1373,,,,,,,out,140,11280,398,304,6282,4296,7522.214339,3267.172673,7941
6/29/2015,TUC EC,HSB,3216,771,3216,601,0,0,,-1273,,,,,,,out,164,11280,290,311,6390,4289,5974.422673,3272.214339,8288
6/30/2015,TUC EC,HSB,3176,771,3176,594,0,0,,-1499,,,,,,,out,163,11280,290,304,6390,4296,6463.464339,1674.422673,8247
7/1/2015,TUC EC,HSB,2821,869,2821,699,0,0,,-1945,,,,,,,out,134,11780,394,305,6786,4295,5616.464339,2163.464339,7990
7/2/2015,TUC EC,HSB,2668,882,2668,702,0,0,,-2200,,,,,,,out,113,11780,391,311,6789,4289,6493.714339,1316.464339,7850
7/3/2015,TUC EC,HSB,2822,872,2822,696,0,0,,-2190,,,,,,,out,102,11780,391,305,6789,4295,7179.381006,2193.714339,8044
7/4/2015,TUC EC,HSB,2757,868,2757,697,0,0,,-2170,,,,,,,out,108,11780,391,306,6789,4294,6554.214339,2829.381006,7975
7/5/2015,TUC EC,HSB,2795,859,2795,696,0,0,,-1717,,,,,,,out,141,11780,391,305,6789,4295,5097.172673,2204.214339,8054
7/6/2015,TUC EC,HSB,3597,863,3597,700,0,0,,-1062,,,,,,,out,133,11780,391,309,6789,4291,5666.881006,697.1726726,8861
7/7/2015,TUC EC,HSB,3804,730,3804,549,0,0,,-1305,,,,,,,out,124,11780,246,303,6934,4297,5354.297673,1266.881006,8934
7/8/2015,TUC EC,HSB,3623,728,3623,546,0,0,,-1623,,,,,,,out,118,11780,241,305,6939,4295,5167.756006,954.2976726,8750
7/9/2015,TUC EC,HSB,4084,711,4084,544,0,0,,-1380,,,,,,,out,150,11780,239,305,6941,4295,5460.172673,767.7560059,9195
7/10/2015,TUC EC,HSB,4245,698,4245,555,0,0,,-1510,,,,,,,out,141,11780,250,305,6930,4295,6554.214339,1060.172673,9343
7/11/2015,TUC EC,HSB,3959,687,3959,557,0,0,,-1752,,,,,,,out,144,11780,250,307,6930,4293,6493.714339,2154.214339,9047
7/12/2015,TUC EC,HSB,4140,686,4140,557,0,0,,-1393,,,,,,,out,155,11780,250,307,6930,4293,5813.089339,2093.714339,9226
7/13/2015,TUC EC,HSB,4316,669,4316,546,0,0,,-1497,,,,,,,out,126,11780,239,307,6941,4293,5258.506006,1413.089339,9385
7/14/2015,TUC EC,HSB,4156,676,4156,557,0,0,,-1530,,,,,,,out,104,11780,250,307,6930,4293,5913.922673,858.5060059,9232
7/15/2015,TUC EC,HSB,4191,679,4191,555,0,0,,-1777,,,,,,,out,105,11780,250,305,6930,4295,5525.714339,1513.922673,9270
7/16/2015,TUC EC,HSB,4121,676,4121,545,0,0,,-1766,,,,,,,out,93,11780,239,306,6941,4294,5676.964339,1125.714339,9180
7/17/2015,TUC EC,HSB,4678,691,4678,554,0,0,,-1588,,,,,,,out,104,11780,245,309,6935,4291,5661.839339,1293.964339,9752
7/18/2015,TUC EC,HSB,4662,706,4662,552,0,0,,-1180,,,,,,,out,113,11780,248,304,6932,4296,6029.881006,1278.839339,9748
7/19/2015,TUC EC,HSB,4714,720,4714,556,0,0,,-579,,,,,,,out,125,11780,247,309,6933,4291,5974.422673,1649.881006,9818
7/20/2015,TUC EC,HSB,3808,711,3808,548,0,0,,-1272,,,,,,,out,139,11780,242,306,6938,4294,6206.339339,1590.422673,8858
7/21/2015,TUC EC,HSB,3874,713,3874,551,0,0,,-1727,,,,,,,out,106,11780,247,304,6933,4296,5813.089339,1867.339339,8938
7/22/2015,TUC EC,HSB,3828,462,3828,306,0,0,,-1472,,,,,,,out,115,11780,0,306,7180,4294,5621.506006,1463.089339,8640
7/23/2015,TUC EC,HSB,3722,465,3722,310,0,0,,-970,,,,,,,out,135,11780,0,310,7180,4290,5177.839339,1271.506006,8537
7/24/2015,TUC EC,HSB,3430,818,3430,648,0,0,,-1211,,,,,,,out,157,11780,342,306,6838,4294,4754.339339,827.8393392,8593
7/25/2015,TUC EC,HSB,3056,810,3056,650,0,0,,-1763,,,,,,,out,129,11780,345,305,6835,4295,4184.631006,408.3393392,8166
7/26/2015,TUC EC,HSB,2904,810,2904,656,0,0,,-1818,,,,,,,out,119,11780,343,313,6837,4287,5253.464339,-115.3689941,8008
7/27/2015,TUC EC,HSB,3779,805,3779,642,0,0,,-1475,,,,,,,out,151,11780,337,305,6843,4295,4376.214339,960.4643392,8874
7/28/2015,TUC EC,HSB,3594,820,3594,647,0,0,,-1496,,,,,,,out,112,11780,341,306,6839,4294,4865.256006,87.21433924,8649
7/29/2015,TUC EC,HSB,3247,839,3247,653,0,0,,-1862,,,,,,,out,98,11780,343,310,6837,4290,5051.797673,631.2560059,8318
7/30/2015,TUC EC,HSB,3250,856,3250,651,0,0,,-1813,,,,,,,out,84,11780,344,307,6836,4293,6700.422673,819.7976726,8327
7/31/2015,TUC EC,HSB,3479,867,3479,648,0,0,,-1674,,,,,,,out,101,11780,342,306,6838,4294,6221.464339,2479.422673,8520
8/1/2015,TUC EC,HSB,3309,864,3309,648,0,0,,-1551,,,,,,,out,135,11780,342,306,6838,4294,5581.172673,2048.464339,8356
8/2/2015,TUC EC,HSB,3284,844,3284,647,0,0,,-1537,,,,,,,out,183,11780,343,304,6837,4296,6433.214339,1398.172673,8314
8/3/2015,TUC EC,HSB,3284,867,3284,647,0,0,,-1403,,,,,,,out,193,11780,341,306,6839,4294,4759.381006,2247.214339,8294
8/4/2015,TUC EC,HSB,3368,835,3368,650,0,0,,-1330,,,,,,,out,152,11780,344,306,6836,4294,4678.714339,617.3810059,8342
8/5/2015,TUC EC,HSB,3958,819,3958,649,0,0,,-1378,,,,,,,out,151,11780,345,304,6835,4296,4613.172673,539.7143392,8858
8/6/2015,TUC EC,HSB,3896,829,3896,645,0,0,,-1958,,,,,,,out,140,11780,341,304,6839,4296,4335.881006,532.1726726,8799
8/7/2015,TUC EC,HSB,4166,842,4166,656,0,0,,-2150,,,,,,,out,156,11780,347,309,6833,4291,4103.964339,261.8810059,9040
8/8/2015,TUC EC,HSB,4057,845,4057,651,0,0,,-1662,,,,,,,out,156,11780,346,305,6834,4295,3877.089339,71.96433924,8943
8/9/2015,TUC EC,HSB,4048,836,4048,656,0,0,,-1803,,,,,,,out,167,11780,349,307,6831,4293,3957.756006,-162.9106608,8876
8/10/2015,TUC EC,HSB,3670,841,3670,648,0,0,,-1889,,,,,,,out,165,11780,341,307,6839,4293,4693.839339,-33.2439941,8501
8/11/2015,TUC EC,HSB,3793,848,3793,652,0,0,,-1317,,,,,,,out,133,11780,348,304,6832,4296,4522.422673,703.8393392,8577
8/12/2015,TUC EC,HSB,4086,844,4086,652,0,0,,-1221,,,,,,,out,163,11780,346,306,6834,4294,5228.256006,586.4226726,8862
8/13/2015,TUC EC,HSB,3934,838,3934,650,0,0,,-1516,,,,,,,out,152,11780,345,305,6835,4295,5087.089339,1295.256006,8652
8/14/2015,TUC EC,HSB,3850,832,3850,641,0,0,,-1261,,,,,,,out,141,11780,337,304,6843,4296,3448.547673,1206.089339,8513
8/15/2015,TUC EC,HSB,3717,836,3717,647,0,0,,-1267,,,,,,,out,155,11780,339,308,6841,4292,4280.422673,-382.4523274,8383
8/16/2015,TUC EC,HSB,3204,866,3204,662,0,0,,-1473,,,,,,,out,185,11780,341,321,6839,4279,4204.797673,451.4226726,7847
8/17/2015,TUC EC,HSB,2792,974,2792,797,0,0,,-2181,,,,,,,out,186,11780,492,305,6688,4295,5172.797673,427.7976726,7546
8/18/2015,TUC EC,HSB,2721,936,2721,736,0,0,,-2270,,,,,,,out,146,11780,495,241,6685,4359,4769.464339,1393.797673,7392
8/19/2015,TUC EC,HSB,3052,1082,3052,891,0,0,,-1633,,,,,,,out,132,11780,891,0,6289,4600,5036.672673,1033.464339,7823
8/20/2015,TUC EC,HSB,3331,1081,3331,895,0,0,,-1640,,,,,,,out,99,11780,892,3,6288,4597,5540.839339,1347.672673,8099
8/21/2015,TUC EC,HSB,3489,1068,3489,905,0,0,,-1791,,,,,,,out,121,11780,492,413,6688,4187,4572.839339,1853.839339,8193
8/22/2015,TUC EC,HSB,3774,1052,3774,910,0,0,,-1591,,,,,,,out,142,11780,496,414,6684,4186,4668.631006,936.8393392,8413
8/23/2015,TUC EC,HSB,4375,1037,4375,905,0,0,,-1647,,,,,,,out,177,11780,499,406,6681,4194,4673.672673,1081.631006,8996
8/24/2015,TUC EC,HSB,5100,1018,5100,896,0,0,,-2235,,,,,,,out,194,11780,490,406,6690,4194,4472.006006,1089.672673,9640
8/25/2015,TUC EC,HSB,4825,1437,4825,1300,0,0,,-1852,,,,,,,out,175,11780,489,811,6691,3789,4905.589339,950.0060059,9735
8/26/2015,TUC EC,HSB,4025,1962,4025,1784,0,0,,-2040,,,,,,,out,159,11780,0,1784,7180,2816,4013.214339,1431.589339,9430
8/27/2015,TUC EC,HSB,4285,2049,4285,1861,0,0,,-2530,,,,,,,out,132,11780,0,1861,7180,2739,4724.089339,569.2143392,9784
8/28/2015,TUC Outflow,F&W,2385,4047,2385,3863,0,0,,-3760,,,,,,,out,91,11780,1998,1865,5182,2735,5026.589339,1274.089339,9819
8/29/2015,TUC Outflow,F&W,2409,4131,2409,3960,0,0,,-3008,,,,,,,out,96,11780,2993,967,4187,3633,4572.839339,1640.589339,9873
8/30/2015,TUC Outflow,F&W,2493,4331,2493,4151,0,0,,-4130,,,,,,,out,109,11780,3193,958,3987,3642,4537.547673,1239.839339,10125
8/31/2015,TUC Outflow,F&W,2059,4746,2059,4553,0,0,,-5100,,,,,,,out,163,11780,3590,963,3590,3637,4774.506006,1237.547673,10035
9/1/2015,TUC Outflow,F&W,2898,3681,2898,3476,0,0,,-4480,,,,,,,out,184,11780,2496,980,4684,3620,4734.172673,1544.506006,9758
9/2/2015,TUC Outflow,F&W,3603,2949,3603,2766,0,0,,-3670,,,,,,,out,211,11780,996,1770,6184,2830,4502.256006,1555.172673,9738
9/3/2015,TUC Outflow,F&W,3842,2967,3842,2797,0,0,,-3940,,,,,,,out,173,11780,997,1800,6183,2800,4441.756006,1317.256006,9941
9/4/2015,TUC Outflow,F&W,3728,2964,3728,2811,0,0,,-4000,,,,,,,out,174,11780,995,1816,6185,2784,4451.839339,1309.756006,9773
9/5/2015,TUC Outflow,F&W,4275,2980,4275,2809,0,0,,-2494,,,,,,,out,185,11780,993,1816,6187,2784,4149.339339,1371.839339,10293
9/6/2015,TUC Outflow,F&W,4064,2980,4064,2808,0,0,,-3150,,,,,,,out,203,11780,992,1816,6188,2784,3861.964339,1112.339339,10032
9/7/2015,TUC Outflow,F&W,4029,3002,4029,2812,0,0,,-3640,,,,,,,out,196,11780,995,1817,6185,2783,3630.047673,874.9643392,9974
9/8/2015,TUC Outflow,F&W,3976,2993,3976,2817,0,0,,-3370,,,,,,,out,211,11780,996,1821,6184,2779,4028.339339,688.0476726,9858
9/9/2015,TUC Outflow,F&W,3796,2985,3796,2813,0,0,,-3350,,,,,,,out,162,11780,990,1823,6190,2777,3988.006006,1139.339339,9665
9/10/2015,TUC Outflow,F&W,3687,3005,3687,2821,0,0,,-3420,,,,,,,out,149,11780,999,1822,6181,2778,4028.339339,1104.006006,9526
9/11/2015,TUC Outflow,F&W,3744,2839,3744,2638,0,0,,-3680,,,,,,,out,181,11780,889,1749,6291,2851,5228.256006,1194.339339,9371
9/12/2015,TUC Outflow,F&W,3776,2702,3776,2498,0,0,,-3600,,,,,,,out,200,11780,791,1707,6389,2893,5263.547673,2441.256006,9208
9/13/2015,TUC Outflow,F&W,3598,2697,3598,2496,0,0,,-3430,,,,,,,out,232,11780,789,1707,6391,2893,5626.547673,2533.547673,8971
9/14/2015,TUC Outflow,F&W,3677,2686,3677,2504,0,0,,-3280,,,,,,,in,298,11780,791,1713,6389,2887,5445.047673,2950.547673,8997
9/15/2015,TUC Outflow,F&W,4130,2616,4130,2411,0,0,,-2780,,,,,,,in,286,11780,686,1725,6494,2875,3796.422673,2812.047673,9331
9/16/2015,TUC EC,HSB,4708,2503,4708,2312,0,0,,-2450,,,,,,,in,258,11780,696,1616,6484,2984,4623.256006,1212.422673,9798
